text,english_browser
Sometimes is very difficult to understand what I need to do just in English.,no
Sometimes it is difficult to recognize the sound I heard.,no
Sometimes it is difficult to understand instructors due their accent.,no
"Sometimes the topics are not so interesting, but it depends on each MOOC i gues!",no
Sorry,no
"sorry ,  i do not know...",yes
Sorry but I can't answer this question because I had never done the MOOC.,no
"Sorry guys, this is my first contact with you and I've just started the course. I still don't know what to suggest!",no
"SORRY I COULDN'T WRITE DOWN FULLY ENOUGH THAT CAUSE FOR MY WRITING ENGLISH SKILLS. I THNIK THAT WE CAN CREATE MANY EFFICIENCIES WAYS, THANK YOU",no
Sorry it's all new for me. I don't take a part befor in al MOOC course.,yes
Sorry! I had a little experience with MOOCs in English Language....,no
"Sorry,  but I have not any previous experience ",no
"Sorry, but I don´t have idea now. I start the MOOC now, maybe after I finish the MOOC I have new idea. ",yes
"Sorry, but I don't have an idea. ",yes
"Sorry, but I don't have the answer... maybe a legend in the native language?",no
"Sorry, I am begining this course, so is dificult to me to say what chances can help students learning",no
"sorry, i can't help you with that",yes
"Sorry, I do not have any idea for that.",yes
"Sorry, I do not have suggestions",no
"Sorry, I do not know what you can change",no
"Sorry, I do not know.",no
"sorry, I don.t have ay idea",no
"Sorry, I don`t know",yes
"Sorry, I don´t know",no
"sorry, I don't know",no
"Sorry, i don't know.",no
"Sorry, I have no idea about this",yes
"sorry, i have not taken the course before",no
"Sorry, I haven't thought about it.",no
"Sorry, no ideas",yes
"Sorry,I prefer to answer this question when the course be finished. Thanks",no
Sorry. I don't have any suggestion now.,no
Sory no. Idea that depend on the person who is taking this MOOC,yes
sous titles,no
Speak a lot with other people.,no
"Speak clearly and without accent, but not most of the time, otherwise you won't be able to watch a tv show or talk to someone. There's one thing that applies to me: if the person I'm listening to speaks 'low' (like whisper), I won't understand",no
Speak clearly.,no
speak in a simple english which helps them to understand easily what professor said,yes
Speak low.,no
Speak slowly,yes
speak slowly and repeat sometimes,yes
Speak slowly and use common words~,no
Speak slowly in the course.,no
Speak slowly.,no
"speak to them ,do many trainings
",no
Speak well,yes
speak with them ,no
Speak with us and be pacient. ,no
speaking,no
Speaking ,yes
speaking and writting,yes
speaking by skype with native people from USA,no
"Speaking clear and not so fast.

Thank you",yes
Speaking conversation online ,yes
speaking courses online,no
Speaking English face to face,no
Speaking English without fearing and how to make it easier to collect your information and speak with native English’s speakers ,yes
Speaking in a precise way,no
"Speaking little slow, subtitles, vocabulary list, tips, flash cards...",no
Speaking more,no
Speaking more and more,yes
Speaking more slowly to better understand the words.,no
Speaking naturally,no
speaking problem is the most important thing for non-native people. so you can help us to improve our speaking skills.,no
speaking simple english ,yes
Speaking slowly,yes
speaking slowly,yes
Speaking slowly,no
speaking slowly ,yes
Speaking slowly may be.,no
Speaking slowly to have a better understand,no
"Speaking slowly, with the less acento. ",yes
speaking which other person,no
